record_id,image_url,image_id,taxon_full_name,kingdom,phylum,class,order,family,genus,taxon_id_at_source,set
1824256685,https://www.artsobservasjoner.no/MediaLibrary/2018/1/c678de61-95ef-496f-8a9b-8ded39ad0422_image.jpg,1824256685_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
1883126780,https://www.artsobservasjoner.no/MediaLibrary/2018/5/f6a0cd80-36af-413d-b309-c8f510150a21_image.jpg,1883126780_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2252264338,https://www.artsobservasjoner.no/MediaLibrary/2019/5/ad1800ab-ba0a-421d-b0f0-747ed7358bb0_image.jpg,2252264338_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2252329858,https://www.artsobservasjoner.no/MediaLibrary/2019/5/5f8ede83-bc3c-4252-a023-d6ad60fc0bf8_image.jpg,2252329858_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2252329858,https://www.artsobservasjoner.no/MediaLibrary/2019/5/fbec4470-03f6-433f-ae3d-b06930098e4e_image.jpg,2252329858_1,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2273468998,https://www.artsobservasjoner.no/MediaLibrary/2019/6/d94007c4-9dc4-4247-86e6-5931986cffd5_image.jpg,2273468998_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,validation
2398809668,https://www.artsobservasjoner.no/MediaLibrary/bugs/2008/large/61225.jpg,2398809668_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2398809668,https://www.artsobservasjoner.no/MediaLibrary/bugs/2008/large/61224.jpg,2398809668_1,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2399172768,https://www.artsobservasjoner.no/MediaLibrary/2017/5/0f523c98-8328-442e-a75e-06b0037254d6_image.jpg,2399172768_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,validation
2399172768,https://www.artsobservasjoner.no/MediaLibrary/2017/5/a54a9549-ba2b-42da-a43a-f9b7d93a309b_image.jpg,2399172768_1,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,validation
2399172768,https://www.artsobservasjoner.no/MediaLibrary/2017/5/09df4d4d-baaa-4ca1-9291-8e3604e281d3_image.jpg,2399172768_2,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,validation
2399212498,https://www.artsobservasjoner.no/MediaLibrary/2017/6/b3873a69-ab4d-4585-ab17-e27336c4c1c9_image.jpg,2399212498_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2401198903,https://www.artsobservasjoner.no/MediaLibrary/2017/5/25c9c9f2-0f8b-42bb-a9ec-54b33e9b2270_image.jpg,2401198903_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2401324178,https://www.artsobservasjoner.no/MediaLibrary/2017/6/298327c6-c848-4a9e-b8e0-cc9d8d4af46f_image.jpg,2401324178_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2402613558,https://www.artsobservasjoner.no/MediaLibrary/bugs/2011/large/182222.jpg,2402613558_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2402613558,https://www.artsobservasjoner.no/MediaLibrary/bugs/2011/large/182221.jpg,2402613558_1,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2402697368,https://www.artsobservasjoner.no/MediaLibrary/2017/6/fe336868-d98d-493b-b662-44a2c0e305ee_image.jpg,2402697368_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2403628548,https://www.artsobservasjoner.no/MediaLibrary/bugs/2011/large/183053.jpg,2403628548_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
2406528163,https://www.artsobservasjoner.no/MediaLibrary/bugs/2010/large/134005.jpg,2406528163_0,Cantharis obscura,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,575,train
