record_id,image_url,image_id,taxon_full_name,kingdom,phylum,class,order,family,genus,taxon_id_at_source
1844072120,https://www.artsobservasjoner.no/MediaLibrary/2018/4/a3ab290b-0d6a-40e3-9fc6-a23519ce5e52_image.jpg,1844072120_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
1844218700,https://www.artsobservasjoner.no/MediaLibrary/2018/3/e1ee0053-71ed-4f23-a695-c22cd9addfda_image.jpg,1844218700_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
1844218700,https://www.artsobservasjoner.no/MediaLibrary/2018/3/c910edab-4bd1-4623-9d41-6849570f6044_image.jpg,1844218700_1,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
1844218700,https://www.artsobservasjoner.no/MediaLibrary/2018/3/11421b8e-ca65-4a3e-a2af-818c29e52517_image.jpg,1844218700_2,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
1844254470,https://www.artsobservasjoner.no/MediaLibrary/2018/3/9198a6b1-578f-4859-82bf-0fbc580082ac_image.jpg,1844254470_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
1882921860,https://www.artsobservasjoner.no/MediaLibrary/2018/5/0a6b2dc8-759d-4df9-aebb-49a2974aeee4_image.jpg,1882921860_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
1884792810,https://www.artsobservasjoner.no/MediaLibrary/2018/7/a9bba264-61db-4913-9a18-07b3641a178b_image.jpg,1884792810_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2400613723,https://www.artsobservasjoner.no/MediaLibrary/plants/2009/large/110719.jpg,2400613723_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2401788653,https://www.artsobservasjoner.no/MediaLibrary/plants/2010/large/116226.jpg,2401788653_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2402752938,https://www.artsobservasjoner.no/MediaLibrary/2016/8/58940695-e785-455e-b62b-452325122f51_image.jpg,2402752938_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2403885163,https://www.artsobservasjoner.no/MediaLibrary/plants/2012/large/260036.jpg,2403885163_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2403975498,https://www.artsobservasjoner.no/MediaLibrary/plants/2015/large/489524.jpg,2403975498_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2405015168,https://www.artsobservasjoner.no/MediaLibrary/2017/7/bb3a5c5c-e2c0-4229-bdfa-1a9236203c17_image.jpg,2405015168_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2405469563,https://www.artsobservasjoner.no/MediaLibrary/plants/2009/large/91537.jpg,2405469563_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2406330168,https://www.artsobservasjoner.no/MediaLibrary/plants/2011/large/189211.jpg,2406330168_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2406330168,https://www.artsobservasjoner.no/MediaLibrary/plants/2011/large/189212.jpg,2406330168_1,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2406811653,https://www.artsobservasjoner.no/MediaLibrary/2017/5/9f2142be-e21f-4585-804a-5011911d60f2_image.jpg,2406811653_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2407693543,https://www.artsobservasjoner.no/MediaLibrary/2016/5/50ce5d0b-2c14-4f85-9944-80b808c23fbb_image.jpg,2407693543_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2407693543,https://www.artsobservasjoner.no/MediaLibrary/2016/5/edf5ce33-30f4-483e-915e-656724c30403_image.jpg,2407693543_1,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2407693543,https://www.artsobservasjoner.no/MediaLibrary/2016/5/dc0af821-fa07-4b63-a090-486665d069b6_image.jpg,2407693543_2,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2408850003,https://www.artsobservasjoner.no/MediaLibrary/plants/2014/large/394396.jpg,2408850003_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2409770333,https://www.artsobservasjoner.no/MediaLibrary/2016/7/44886abb-d395-40fd-a85c-30c6ae72536a_image.jpg,2409770333_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2410098068,https://www.artsobservasjoner.no/MediaLibrary/plants/2010/large/127796.jpg,2410098068_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2410305418,https://www.artsobservasjoner.no/MediaLibrary/2017/6/072bf915-6b81-4438-8ae7-3915cf379292_image.jpg,2410305418_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2411728433,https://www.artsobservasjoner.no/MediaLibrary/plants/2012/large/296956.jpg,2411728433_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2467919498,https://www.artsobservasjoner.no/MediaLibrary/2019/10/1da7ad23-309a-40a3-8de3-c09767b47040_image.jpg,2467919498_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2627008028,https://www.artsobservasjoner.no/MediaLibrary/2020/3/b232a15d-e6e4-4cbe-8690-32c78b95a5d8_image.jpg,2627008028_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2627132718,https://www.artsobservasjoner.no/MediaLibrary/2020/5/0668ca8f-ba6e-4158-83a8-914d6af46876_image.jpg,2627132718_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2627700573,https://www.artsobservasjoner.no/MediaLibrary/2020/4/8644692b-84b3-4084-9741-610b32100e23_image.jpg,2627700573_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2627770428,https://www.artsobservasjoner.no/MediaLibrary/2020/4/7cbd3562-09c1-4da5-98e6-d1a502dfb242_image.jpg,2627770428_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2627770428,https://www.artsobservasjoner.no/MediaLibrary/2020/4/71402f5d-ea4b-40af-98a9-f3438a6522ed_image.jpg,2627770428_1,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
2631878498,https://www.artsobservasjoner.no/MediaLibrary/2020/6/597efc85-fc03-4a82-91c5-0773701f56e7_image.jpg,2631878498_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
3303119283,https://www.artsobservasjoner.no/MediaLibrary/2021/6/cc897509-f614-417b-8d06-93db9b9499b6_image.jpg,3303119283_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
3303199293,https://www.artsobservasjoner.no/MediaLibrary/2021/5/613c0da6-7cfc-48ac-aa13-98c0d718f2e0_image.jpg,3303199293_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
3303475493,https://www.artsobservasjoner.no/MediaLibrary/2021/5/ab4cbed1-5345-485d-92ab-242989df5234_image.jpg,3303475493_0,Convallaria majalis,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,560
