,truth,img_highscore,img_highscore_species,img_truescore,img_true_ranking,truth_name,img_highscore_species_name
0,520,0.8525106906890869,263,0.04220360890030861,3,Antrodia serialis,Ganoderma applanatum
1,520,0.9354200959205627,520,0.9354200959205627,1,Antrodia serialis,Antrodia serialis
2,520,0.9985426664352417,520,0.9985426664352417,1,Antrodia serialis,Antrodia serialis
3,520,0.5799824595451355,298,0.25118380784988403,2,Antrodia serialis,Trichaptum abietinum
4,520,0.3752221167087555,520,0.3752221167087555,1,Antrodia serialis,Antrodia serialis
5,520,0.6184766292572021,520,0.6184766292572021,1,Antrodia serialis,Antrodia serialis
6,520,0.42912158370018005,136,0.15741071105003357,3,Antrodia serialis,Fomitopsis pinicola
7,520,0.3810059428215027,314,0.37068793177604675,2,Antrodia serialis,Phlebia centrifuga
8,520,0.9734926819801331,520,0.9734926819801331,1,Antrodia serialis,Antrodia serialis
9,520,0.9995144605636597,520,0.9995144605636597,1,Antrodia serialis,Antrodia serialis
10,520,0.9949454665184021,520,0.9949454665184021,1,Antrodia serialis,Antrodia serialis
11,520,0.5809807777404785,485,0.3463449478149414,2,Antrodia serialis,Byssomerulius corium
12,520,0.7943638563156128,520,0.7943638563156128,1,Antrodia serialis,Antrodia serialis
13,520,0.7716994881629944,921,0.0004999746452085674,16,Antrodia serialis,Skeletocutis amorpha
14,520,0.970779299736023,520,0.970779299736023,1,Antrodia serialis,Antrodia serialis
15,520,0.9994858503341675,520,0.9994858503341675,1,Antrodia serialis,Antrodia serialis
16,520,0.8862313628196716,520,0.8862313628196716,1,Antrodia serialis,Antrodia serialis
17,520,0.9932292699813843,520,0.9932292699813843,1,Antrodia serialis,Antrodia serialis
18,520,0.9976199269294739,520,0.9976199269294739,1,Antrodia serialis,Antrodia serialis
19,520,0.926604688167572,520,0.926604688167572,1,Antrodia serialis,Antrodia serialis
20,520,0.9998958110809326,520,0.9998958110809326,1,Antrodia serialis,Antrodia serialis
21,520,0.9993744492530823,520,0.9993744492530823,1,Antrodia serialis,Antrodia serialis
22,520,0.26452064514160156,591,0.06389634311199188,5,Antrodia serialis,Meruliopsis taxicola
23,520,0.8082647323608398,520,0.8082647323608398,1,Antrodia serialis,Antrodia serialis
24,520,0.9393013119697571,520,0.9393013119697571,1,Antrodia serialis,Antrodia serialis
25,520,0.9985803365707397,520,0.9985803365707397,1,Antrodia serialis,Antrodia serialis
26,520,0.26903149485588074,264,0.03972095623612404,7,Antrodia serialis,Trametes ochracea
27,520,0.45517754554748535,921,0.08306475728750229,3,Antrodia serialis,Skeletocutis amorpha
28,520,0.978655219078064,520,0.978655219078064,1,Antrodia serialis,Antrodia serialis
29,520,0.8278157711029053,520,0.8278157711029053,1,Antrodia serialis,Antrodia serialis
30,520,0.9999276399612427,520,0.9999276399612427,1,Antrodia serialis,Antrodia serialis
31,520,0.9998382329940796,520,0.9998382329940796,1,Antrodia serialis,Antrodia serialis
32,520,0.9998726844787598,520,0.9998726844787598,1,Antrodia serialis,Antrodia serialis
33,520,0.7228111028671265,520,0.7228111028671265,1,Antrodia serialis,Antrodia serialis
34,520,0.9188987016677856,520,0.9188987016677856,1,Antrodia serialis,Antrodia serialis
35,520,0.9958979487419128,520,0.9958979487419128,1,Antrodia serialis,Antrodia serialis
36,520,0.840849757194519,520,0.840849757194519,1,Antrodia serialis,Antrodia serialis
37,520,0.9995404481887817,520,0.9995404481887817,1,Antrodia serialis,Antrodia serialis
38,520,0.6495308876037598,921,0.23238900303840637,2,Antrodia serialis,Skeletocutis amorpha
39,520,0.9917741417884827,520,0.9917741417884827,1,Antrodia serialis,Antrodia serialis
40,520,0.6282077431678772,520,0.6282077431678772,1,Antrodia serialis,Antrodia serialis
41,520,0.9023026823997498,520,0.9023026823997498,1,Antrodia serialis,Antrodia serialis
42,520,0.7597143650054932,520,0.7597143650054932,1,Antrodia serialis,Antrodia serialis
43,520,0.8688498735427856,314,0.05438043549656868,3,Antrodia serialis,Phlebia centrifuga
44,520,0.8007642030715942,263,0.09886075556278229,2,Antrodia serialis,Ganoderma applanatum
45,520,0.9780187010765076,520,0.9780187010765076,1,Antrodia serialis,Antrodia serialis
46,520,0.9473412036895752,520,0.9473412036895752,1,Antrodia serialis,Antrodia serialis
47,520,0.9576961398124695,520,0.9576961398124695,1,Antrodia serialis,Antrodia serialis
48,520,0.27673807740211487,520,0.27673807740211487,1,Antrodia serialis,Antrodia serialis
49,520,0.2907197177410126,360,0.12646625936031342,3,Antrodia serialis,Cerrena unicolor
50,520,0.2698350250720978,386,0.10855653882026672,3,Antrodia serialis,Phlebia radiata
51,520,0.6023377776145935,314,0.026179008185863495,5,Antrodia serialis,Phlebia centrifuga
52,520,0.6980429887771606,520,0.6980429887771606,1,Antrodia serialis,Antrodia serialis
53,520,0.9653409123420715,520,0.9653409123420715,1,Antrodia serialis,Antrodia serialis
54,520,0.9587650895118713,520,0.9587650895118713,1,Antrodia serialis,Antrodia serialis
55,520,0.9521421194076538,520,0.9521421194076538,1,Antrodia serialis,Antrodia serialis
56,520,0.8409066200256348,520,0.8409066200256348,1,Antrodia serialis,Antrodia serialis
57,520,0.9999727010726929,520,0.9999727010726929,1,Antrodia serialis,Antrodia serialis
58,520,0.9638453125953674,520,0.9638453125953674,1,Antrodia serialis,Antrodia serialis
59,520,0.9667338728904724,520,0.9667338728904724,1,Antrodia serialis,Antrodia serialis
60,520,0.9450876116752625,520,0.9450876116752625,1,Antrodia serialis,Antrodia serialis
61,520,0.9986951947212219,520,0.9986951947212219,1,Antrodia serialis,Antrodia serialis
62,520,0.5225858688354492,520,0.5225858688354492,1,Antrodia serialis,Antrodia serialis
63,520,0.9787037968635559,520,0.9787037968635559,1,Antrodia serialis,Antrodia serialis
64,520,0.35178545117378235,520,0.35178545117378235,1,Antrodia serialis,Antrodia serialis
65,520,0.9062967896461487,520,0.9062967896461487,1,Antrodia serialis,Antrodia serialis
66,520,0.5042755007743835,520,0.5042755007743835,1,Antrodia serialis,Antrodia serialis
67,520,0.6054965257644653,520,0.6054965257644653,1,Antrodia serialis,Antrodia serialis
68,520,0.5117465257644653,407,0.24344205856323242,2,Antrodia serialis,Datronia mollis
69,520,0.9929274916648865,520,0.9929274916648865,1,Antrodia serialis,Antrodia serialis
70,520,0.5676030516624451,520,0.5676030516624451,1,Antrodia serialis,Antrodia serialis
71,520,0.9988466501235962,520,0.9988466501235962,1,Antrodia serialis,Antrodia serialis
72,520,0.9975462555885315,520,0.9975462555885315,1,Antrodia serialis,Antrodia serialis
73,520,0.9995672106742859,520,0.9995672106742859,1,Antrodia serialis,Antrodia serialis
74,520,0.5788372159004211,520,0.5788372159004211,1,Antrodia serialis,Antrodia serialis
75,520,0.4371143877506256,520,0.4371143877506256,1,Antrodia serialis,Antrodia serialis
76,520,0.4564600884914398,520,0.4564600884914398,1,Antrodia serialis,Antrodia serialis
77,520,0.7463017702102661,520,0.7463017702102661,1,Antrodia serialis,Antrodia serialis
78,520,0.9769765734672546,520,0.9769765734672546,1,Antrodia serialis,Antrodia serialis
79,520,0.9965555667877197,520,0.9965555667877197,1,Antrodia serialis,Antrodia serialis
80,520,0.9352174997329712,263,0.03146699070930481,2,Antrodia serialis,Ganoderma applanatum
81,520,0.6459141969680786,520,0.6459141969680786,1,Antrodia serialis,Antrodia serialis
82,520,0.920000433921814,520,0.920000433921814,1,Antrodia serialis,Antrodia serialis
83,520,0.8479581475257874,520,0.8479581475257874,1,Antrodia serialis,Antrodia serialis
84,520,0.8644018769264221,520,0.8644018769264221,1,Antrodia serialis,Antrodia serialis
85,520,0.998581051826477,520,0.998581051826477,1,Antrodia serialis,Antrodia serialis
86,520,0.9997894167900085,520,0.9997894167900085,1,Antrodia serialis,Antrodia serialis
87,520,0.9776301383972168,520,0.9776301383972168,1,Antrodia serialis,Antrodia serialis
88,520,0.8888295292854309,520,0.8888295292854309,1,Antrodia serialis,Antrodia serialis
89,520,0.9985924363136292,520,0.9985924363136292,1,Antrodia serialis,Antrodia serialis
90,520,0.5435951352119446,712,0.04157334938645363,4,Antrodia serialis,Postia caesia
91,520,0.9851909279823303,520,0.9851909279823303,1,Antrodia serialis,Antrodia serialis
92,520,0.9729506373405457,520,0.9729506373405457,1,Antrodia serialis,Antrodia serialis
93,520,0.9265075922012329,520,0.9265075922012329,1,Antrodia serialis,Antrodia serialis
94,520,0.9980841875076294,520,0.9980841875076294,1,Antrodia serialis,Antrodia serialis
95,520,0.9994787573814392,520,0.9994787573814392,1,Antrodia serialis,Antrodia serialis
96,520,0.998143196105957,520,0.998143196105957,1,Antrodia serialis,Antrodia serialis
97,520,0.9669660329818726,520,0.9669660329818726,1,Antrodia serialis,Antrodia serialis
98,520,0.8064276576042175,520,0.8064276576042175,1,Antrodia serialis,Antrodia serialis
99,520,0.43038052320480347,520,0.43038052320480347,1,Antrodia serialis,Antrodia serialis
100,520,0.4219391942024231,520,0.4219391942024231,1,Antrodia serialis,Antrodia serialis
101,520,0.9027276039123535,644,0.0008099706610664725,7,Antrodia serialis,Antrodiella citrinella
102,520,0.9903072118759155,407,7.1271579145104624e-06,20,Antrodia serialis,Datronia mollis
103,520,0.8062976002693176,712,0.00015540649474132806,13,Antrodia serialis,Postia caesia
104,520,0.8661954402923584,644,0.0006591077544726431,7,Antrodia serialis,Antrodiella citrinella
105,520,0.3365498185157776,485,0.030787194147706032,7,Antrodia serialis,Byssomerulius corium
106,520,0.9850969910621643,407,1.699980020930525e-05,18,Antrodia serialis,Datronia mollis
107,520,0.3843573331832886,361,0.021866075694561005,5,Antrodia serialis,Trametes versicolor
108,520,0.22488728165626526,520,0.22488728165626526,1,Antrodia serialis,Antrodia serialis
109,520,0.9366233944892883,520,0.9366233944892883,1,Antrodia serialis,Antrodia serialis
110,520,0.7116096019744873,263,0.01467718742787838,6,Antrodia serialis,Ganoderma applanatum
111,520,0.39481139183044434,520,0.39481139183044434,1,Antrodia serialis,Antrodia serialis
112,520,0.9936582446098328,520,0.9936582446098328,1,Antrodia serialis,Antrodia serialis
113,520,0.6084115505218506,485,0.1758710891008377,2,Antrodia serialis,Byssomerulius corium
114,520,0.3728318512439728,712,0.28172311186790466,2,Antrodia serialis,Postia caesia
115,520,0.6995775699615479,327,0.09639362245798111,2,Antrodia serialis,Polyporus brumalis
116,520,0.6014600396156311,520,0.6014600396156311,1,Antrodia serialis,Antrodia serialis
117,520,0.9974349141120911,520,0.9974349141120911,1,Antrodia serialis,Antrodia serialis
118,520,0.9993364214897156,520,0.9993364214897156,1,Antrodia serialis,Antrodia serialis
119,520,0.898574948310852,520,0.898574948310852,1,Antrodia serialis,Antrodia serialis
120,520,0.9777333736419678,520,0.9777333736419678,1,Antrodia serialis,Antrodia serialis
121,520,0.9825456142425537,520,0.9825456142425537,1,Antrodia serialis,Antrodia serialis
122,520,0.9802732467651367,520,0.9802732467651367,1,Antrodia serialis,Antrodia serialis
123,520,0.23175710439682007,520,0.23175710439682007,1,Antrodia serialis,Antrodia serialis
124,520,0.9965652823448181,520,0.9965652823448181,1,Antrodia serialis,Antrodia serialis
125,520,0.29760825634002686,644,0.2663721442222595,2,Antrodia serialis,Antrodiella citrinella
126,520,0.9260188937187195,520,0.9260188937187195,1,Antrodia serialis,Antrodia serialis
127,520,0.33154547214508057,520,0.33154547214508057,1,Antrodia serialis,Antrodia serialis
128,520,0.9947690367698669,520,0.9947690367698669,1,Antrodia serialis,Antrodia serialis
129,520,0.8618638515472412,520,0.8618638515472412,1,Antrodia serialis,Antrodia serialis
130,520,0.999586284160614,520,0.999586284160614,1,Antrodia serialis,Antrodia serialis
131,520,0.8449302911758423,520,0.8449302911758423,1,Antrodia serialis,Antrodia serialis
132,520,0.5932615399360657,314,0.3294678032398224,2,Antrodia serialis,Phlebia centrifuga
133,520,0.993177056312561,520,0.993177056312561,1,Antrodia serialis,Antrodia serialis
134,520,0.3524772524833679,520,0.3524772524833679,1,Antrodia serialis,Antrodia serialis
135,520,0.7902836203575134,520,0.7902836203575134,1,Antrodia serialis,Antrodia serialis
136,520,0.7453605532646179,520,0.7453605532646179,1,Antrodia serialis,Antrodia serialis
137,520,0.9999699592590332,520,0.9999699592590332,1,Antrodia serialis,Antrodia serialis
138,520,0.996468186378479,520,0.996468186378479,1,Antrodia serialis,Antrodia serialis
139,520,0.7145439982414246,263,0.19681335985660553,2,Antrodia serialis,Ganoderma applanatum
140,520,0.8673210740089417,520,0.8673210740089417,1,Antrodia serialis,Antrodia serialis
141,520,0.9991098046302795,520,0.9991098046302795,1,Antrodia serialis,Antrodia serialis
142,520,0.28281712532043457,327,0.19080384075641632,2,Antrodia serialis,Polyporus brumalis
143,520,0.96551114320755,520,0.96551114320755,1,Antrodia serialis,Antrodia serialis
144,520,0.5030815601348877,520,0.5030815601348877,1,Antrodia serialis,Antrodia serialis
145,520,0.6338368058204651,485,0.1761404126882553,2,Antrodia serialis,Byssomerulius corium
146,520,0.46858516335487366,520,0.46858516335487366,1,Antrodia serialis,Antrodia serialis
147,520,0.9099980592727661,520,0.9099980592727661,1,Antrodia serialis,Antrodia serialis
148,520,0.2581159472465515,921,0.04600323736667633,7,Antrodia serialis,Skeletocutis amorpha
149,520,0.9916042685508728,520,0.9916042685508728,1,Antrodia serialis,Antrodia serialis
150,520,0.6862035393714905,264,0.05842355266213417,4,Antrodia serialis,Trametes ochracea
151,520,0.6586817502975464,520,0.6586817502975464,1,Antrodia serialis,Antrodia serialis
152,520,0.9956938028335571,520,0.9956938028335571,1,Antrodia serialis,Antrodia serialis
153,520,0.9996792078018188,520,0.9996792078018188,1,Antrodia serialis,Antrodia serialis
154,520,0.927105188369751,520,0.927105188369751,1,Antrodia serialis,Antrodia serialis
155,520,0.6021650433540344,520,0.6021650433540344,1,Antrodia serialis,Antrodia serialis
156,520,0.9952225089073181,520,0.9952225089073181,1,Antrodia serialis,Antrodia serialis
157,520,0.5825268030166626,361,0.0005500746774487197,24,Antrodia serialis,Trametes versicolor
158,520,0.999572217464447,520,0.999572217464447,1,Antrodia serialis,Antrodia serialis
159,520,0.985973596572876,520,0.985973596572876,1,Antrodia serialis,Antrodia serialis
160,520,0.9914107322692871,520,0.9914107322692871,1,Antrodia serialis,Antrodia serialis
161,520,0.38771852850914,644,0.2481386661529541,2,Antrodia serialis,Antrodiella citrinella
162,520,0.700844943523407,605,8.50878313940484e-06,15,Antrodia serialis,Laetiporus sulphureus
163,520,0.7943935990333557,874,0.0006158290198072791,8,Antrodia serialis,Polyporus ciliatus
164,520,0.9422142505645752,520,0.9422142505645752,1,Antrodia serialis,Antrodia serialis
165,520,0.9957408905029297,520,0.9957408905029297,1,Antrodia serialis,Antrodia serialis
166,520,0.9978867173194885,520,0.9978867173194885,1,Antrodia serialis,Antrodia serialis
167,520,0.2661654055118561,605,0.007659340742975473,20,Antrodia serialis,Laetiporus sulphureus
168,520,0.9453896880149841,644,0.031024454161524773,2,Antrodia serialis,Antrodiella citrinella
169,520,0.7944182753562927,874,0.002920080441981554,9,Antrodia serialis,Polyporus ciliatus
170,520,0.48308563232421875,314,0.09393557906150818,3,Antrodia serialis,Phlebia centrifuga
171,520,0.41952836513519287,774,0.017048096284270287,11,Antrodia serialis,Ischnoderma benzoinum
172,520,0.9952757358551025,520,0.9952757358551025,1,Antrodia serialis,Antrodia serialis
173,520,0.9987391829490662,520,0.9987391829490662,1,Antrodia serialis,Antrodia serialis
