record_id,image_url,image_id,taxon_full_name,kingdom,phylum,class,order,family,genus,taxon_id_at_source,set
1822597835,https://www.artsobservasjoner.no/MediaLibrary/2017/11/cdcc0ae5-2154-4f3e-8357-cc099d5c0027_image.jpg,1822597835_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
1822597835,https://www.artsobservasjoner.no/MediaLibrary/2017/11/24fe7b4e-53f7-4092-a563-fae066994012_image.jpg,1822597835_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
1822829625,https://www.artsobservasjoner.no/MediaLibrary/2017/10/68260f62-467f-46fa-aca4-20a2ca062c66_image.jpg,1822829625_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
1824929200,https://www.artsobservasjoner.no/MediaLibrary/2017/12/1884268b-b109-493c-9d40-23ccc3ad9beb_image.jpg,1824929200_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
1845180715,https://www.artsobservasjoner.no/MediaLibrary/2018/4/bef6c842-565e-4636-8061-4fc89b399d85_image.jpg,1845180715_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
1845180715,https://www.artsobservasjoner.no/MediaLibrary/2018/4/d9bf351d-b21a-4470-bad8-ae05d044281a_image.jpg,1845180715_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
1845297130,https://www.artsobservasjoner.no/MediaLibrary/2018/5/c1c5b44e-5256-4ed7-903a-64259807c016_image.jpg,1845297130_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
1933123365,https://www.artsobservasjoner.no/MediaLibrary/2018/9/ff203409-1e0c-4663-b3e7-a676ae105e9f_image.jpg,1933123365_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
1933220165,https://www.artsobservasjoner.no/MediaLibrary/2018/9/9a99c85b-6169-4c1e-a968-4b9c426c5d3f_image.jpg,1933220165_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2252281548,https://www.artsobservasjoner.no/MediaLibrary/2019/5/15437ac1-e91e-4daf-9794-c997a406c0a7_image.jpg,2252281548_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2252281548,https://www.artsobservasjoner.no/MediaLibrary/2019/5/bc4e4495-8290-4073-a8aa-801725633fdd_image.jpg,2252281548_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2353979918,https://www.artsobservasjoner.no/MediaLibrary/2019/8/7e25cbe3-f879-4645-92f1-54aafbce7fca_image.jpg,2353979918_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2398277043,https://www.artsobservasjoner.no/MediaLibrary/plants/2013/large/365853.jpg,2398277043_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2398277043,https://www.artsobservasjoner.no/MediaLibrary/plants/2013/large/365851.jpg,2398277043_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2398277043,https://www.artsobservasjoner.no/MediaLibrary/plants/2013/large/365854.jpg,2398277043_2,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2398993988,https://www.artsobservasjoner.no/MediaLibrary/plants/2009/large/109659.jpg,2398993988_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,validation
2401543593,https://www.artsobservasjoner.no/MediaLibrary/2015/5/3c887f13-1c5f-4f88-81cf-193769b661bf_image.jpg,2401543593_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2401990893,https://www.artsobservasjoner.no/MediaLibrary/plants/2013/large/367003.jpg,2401990893_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2401990893,https://www.artsobservasjoner.no/MediaLibrary/plants/2013/large/367002.jpg,2401990893_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2402395408,https://www.artsobservasjoner.no/MediaLibrary/plants/2012/large/244092.jpg,2402395408_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2402395408,https://www.artsobservasjoner.no/MediaLibrary/plants/2012/large/244091.jpg,2402395408_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2403054858,https://www.artsobservasjoner.no/MediaLibrary/plants/2009/large/85373.jpg,2403054858_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2403846658,https://www.artsobservasjoner.no/MediaLibrary/plants/2010/large/122383.jpg,2403846658_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2403846658,https://www.artsobservasjoner.no/MediaLibrary/plants/2010/large/122382.jpg,2403846658_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2404015443,https://www.artsobservasjoner.no/MediaLibrary/2015/12/fa4a41b8-7273-4b7c-bb7c-c6636d7a327e_image.jpg,2404015443_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2404428448,https://www.artsobservasjoner.no/MediaLibrary/plants/2011/large/218463.jpg,2404428448_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2404428448,https://www.artsobservasjoner.no/MediaLibrary/plants/2011/large/218464.jpg,2404428448_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2404643923,https://www.artsobservasjoner.no/MediaLibrary/plants/2009/large/81309.jpg,2404643923_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,validation
2404814103,https://www.artsobservasjoner.no/MediaLibrary/plants/2014/large/456884.jpg,2404814103_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2404814103,https://www.artsobservasjoner.no/MediaLibrary/plants/2014/large/456885.jpg,2404814103_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2405733488,https://www.artsobservasjoner.no/MediaLibrary/2016/4/e935307d-afac-420f-8ef0-8b062967e907_image.jpg,2405733488_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2405931518,https://www.artsobservasjoner.no/MediaLibrary/2017/1/a09da65f-8185-4ede-9be9-c75798a79cde_image.jpg,2405931518_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,validation
2406782263,https://www.artsobservasjoner.no/MediaLibrary/plants/2012/large/238968.jpg,2406782263_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2407757183,https://www.artsobservasjoner.no/MediaLibrary/plants/2015/large/484540.jpg,2407757183_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2407757183,https://www.artsobservasjoner.no/MediaLibrary/plants/2015/large/484541.jpg,2407757183_1,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2407757183,https://www.artsobservasjoner.no/MediaLibrary/plants/2015/large/484539.jpg,2407757183_2,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2408243863,https://www.artsobservasjoner.no/MediaLibrary/plants/2014/large/411469.jpg,2408243863_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
2408586903,https://www.artsobservasjoner.no/MediaLibrary/2017/2/b19198d1-e254-41bb-bf4f-8b8db25ebda5_image.jpg,2408586903_0,Antrodia serialis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia,520,train
